"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",13215,151,8,1.45840773619725,0.751300955010707,0.0137714426455124,4.33333333333333,3.28333333333333,4.18100583943364,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.525170068027211,2,6.47757382694147,1.77678092285966,1.70033380707088,1.78885438199983,4.2,0.0616867337328767,0.350684931506849,7,358,63,0.032258064516129,0.486131929592454
"2",13425,24,24,1.26727073498157,0.603867262977797,0.0090434064879126,12.3981351981352,11.2511904761905,12.0994905753387,0.159090909090909,0.454545454545455,0.375,0.391304347826087,10,2,0.695652173913043,0.571396602119108,7,23.0353578389556,-0.0319604360202849,4.76846348638539,1.41425817725921,3.46072276049469,0.0528681102549467,0.350684931506849,16,7646,699,0.00483091787439614,0.37220664945234
"3",13506,13,11,1.48014660065448,0.76748342256158,0.00257432601789453,5.42857142857143,4.95,5.80702394924517,0.222222222222222,0.555555555555556,0.272727272727273,0.7,4,2,0.6,0.566111111111111,3,8.41028623042383,1.4668017450256,2.43954794712423,1.28860326207859,2.7365205710344,0.0269897339522246,0.178082191780822,8,884,119,0.0175438596491228,0.405771392215793
"4",13655,8,8,1.37001938854894,0.662912607362388,0.0117561383268852,4.6,3.28333333333333,3.79543539146057,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.518027210884354,2,9.14460875597854,1.78976418488627,1.70033380707088,1.68483173924013,3.99907139641711,0.053595779109589,0.293150136986301,7,370,55,0.0294117647058824,0.439793210303564
"5",13741,17,17,1.22694492665439,0.399470441236313,0.0168231056271844,6,9.03333333333333,8.80969697892961,0.133333333333333,0.333333333333333,0.352941176470588,0.4375,8,4,0.4375,0.724739583333333,6,14.3525381655195,-0.200874207442205,2.08006444774195,1.7563244245883,4.49967823679911,0.0702468733943215,0.438354794520548,11,2788,301,0.00900900900900901,0.373819830772461
"6",13808,89,18,2.10822577353767,1.63682125274664,0.0119585431987725,14.8,4.31822899322899,9.33556544992383,0.4375,0.875,0.166666666666667,0.941176470588235,4,2,0.882352941176471,0.261684907748922,2,15.2539645796906,2.20328754664479,5.73666371154648,3.61478445646026,14.0666666666667,0.0560798038220869,0.386301369863014,17,3950,321,0.00628930817610063,0.36294499791117
"7",13810,86,35,2.815571031467,2.45819151803894,0.0138259514912048,29.1590909090909,6.99498713092039,18.3354952384222,0.393939393939394,0.818181818181818,0.0857142857142857,0.911764705882353,4,2,0.882352941176471,0.211917243383247,4,27.7348084242261,1.88558137437918,11.7197721815793,3.58960879220407,15.1744187723496,0.0613565334078837,0.495891232876712,32,27782,1189,0.00170357751277683,0.358180214733418
"8",13934,15,9,1.33333333333333,0.592592592592593,0.020018682980562,5.33333333333333,3.78333333333333,4.71556489164556,0.428571428571429,0.714285714285714,0.666666666666667,0.75,4,2,0.75,0.538541666666667,2,7.04133766067057,1.78473232436115,2.22684700773998,1.8912263661673,4.82286202430301,0.0679857378657196,0.416438356164384,8,520,73,0.0238095238095238,0.420655858089028
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",14026,9,9,1.55555555555556,0.888888888888889,0.00613581868601572,5.33333333333333,3.45,4.67801124045481,0.571428571428571,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.47514880952381,2,7.62990385521119,1.83802974668943,2.22684700773998,NA,NA,0.041265009301539,0.241095890410959,8,508,79,0.025,0.460413067980307
"11",14141,10,10,1.51789327688082,0.822192191643779,0.0195723800601289,6.2,3.95,4.86530778741123,0.3125,0.75,0.6,0.777777777777778,4,2,0.777777777777778,0.495811287477954,2,10.5894254055924,1.38845505118017,1.91301035405687,0.653342810607789,1.83709028844714,0.0745201534246575,0.38904,8,672,107,0.0222222222222222,0.461481639167573
"12",14150,8,8,1.45840773619725,0.751300955010707,0.017876846366244,4.33333333333333,3.28333333333333,3.96533830460258,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.525170068027211,2,8.04478631725111,1.77678092285966,1.70033380707088,NA,NA,0.0689212328767123,0.413698630136986,7,358,63,0.032258064516129,0.486131929592454
"13",14165,15,14,1.35539629827015,0.668153104781061,0.003138236586774,8.93939393939394,5.67619047619048,7.35402945977649,0.291666666666667,0.666666666666667,0.428571428571429,0.615384615384615,6,2,0.769230769230769,0.492455621301775,3,11.1658021416115,1.3903405163751,0.991567704272137,1.48910144602338,4.05893907390603,0.0288928375733855,0.172602739726027,12,1810,201,0.0111111111111111,0.401615591002736
"14",14271,8,8,1.37001938854894,0.57452425971407,0.00414073441846501,4,3.58333333333333,4.05666515917422,0.333333333333333,0.666666666666667,0.75,0.714285714285714,4,2,0.571428571428571,0.615646258503401,2,7.57717593722465,1.2268302695923,0.763141944905827,1.73541516839186,4.09556290712553,0.0311646061643836,0.191781917808219,6,354,65,0.0333333333333333,0.491308110232219
"15",14340,9,9,1.37037037037037,0.62962962962963,0.00305206313463022,4,4.28333333333333,4.73307987247548,0,0.428571428571429,0.333333333333333,0.75,4,2,0.625,0.603125,3,7.11691944388611,0.679101164609755,0.490030400031917,2.04124145231932,5.16666666666667,0.0281413833925249,0.13972602739726,7,498,79,0.0256410256410256,0.455725172171398
"16",14383,20,9,1.55555555555556,0.888888888888889,0.00802298972227435,5.33333333333333,3.45,4.72066367244866,0.571428571428571,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.47514880952381,2,7.18513890174915,1.83802974668943,1.35843870388595,0.954209995927463,1.91863431874844,0.0470151192288179,0.309589041095891,8,508,79,0.025,0.460413067980307
"17",14385,17,17,1.61214856641798,0.984409301618057,0.0200242410027817,8.91282051282051,7.42896825396825,8.51882844128145,0.2,0.466666666666667,0.176470588235294,0.6875,8,4,0.625,0.530188301282051,5,16.4068672892312,0.976715693340996,4.00691712315341,3.47439614486152,13.0714285714286,0.0772810920984026,0.504106849315069,12,2834,325,0.00909090909090909,0.407229241827973
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",14891,9,9,1.18518518518519,0.37037037037037,0.0109514006380372,5.14285714285714,3.91666666666667,4.61277073489604,0.357142857142857,0.714285714285714,0.666666666666667,0.625,4,2,0.75,0.589583333333333,2,8.08637412727879,0.634443271257871,-0.378377903822113,0.569582676416348,1.7414244616456,0.0495856587180788,0.345205479452055,9,560,71,0.0212765957446809,0.405134045238334
"20",15234,107,13,1.92011606385656,1.40808511349481,0.047965799134874,11,3.01987734487735,6.73803384473753,1,1,0.230769230769231,1,2,1,0.916666666666667,0.25860088985089,1,10.060790432194,2.49468166971987,4.86933609575628,NA,NA,0.0684120937018724,0.821917808219178,13,1588,155,0.0111111111111111,0.351846793223388
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",15399,9,9,1.62962962962963,1.03703703703704,0.0125009903880236,7,2.59285714285714,4.64822970648529,1,1,0.333333333333333,1,2,1,0.875,0.339732142857143,1,7.80195670382437,2.39084532656513,3.09525531159401,NA,NA,0.0594622019279554,0.326027397260274,9,536,71,0.0227272727272727,0.416925605630739
"23",15447,8,8,1.1932426932523,0.397747564417433,0.00777784787976107,4.33333333333333,3.58333333333333,4.12327270289908,0.5,0.666666666666667,0.75,0.714285714285714,4,2,0.714285714285714,0.597619047619048,2,7.05415210760082,1.26094683292867,0.763141944905827,0.68374794262523,1.53083719119725,0.04683196875,0.26027397260274,8,394,55,0.027027027027027,0.449092833272938
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",16015,8,8,1.28163104090062,0.486135912065751,0.0283089033058025,4.2,3.58333333333333,3.7518708651108,0.333333333333333,0.666666666666667,0.75,0.714285714285714,4,2,0.714285714285714,0.603741496598639,2,9.18312595887697,1.89386024725346,-0.276824813364389,0.469472785422088,1.4625438195293,0.0756851755136986,0.512330684931507,7,366,59,0.0303030303030303,0.454213803677494
"27",16082,8,8,1.10485434560398,0.220970869120796,0.00731072409776023,2.66666666666667,4.33333333333333,4.0922175883296,0,0.333333333333333,0.75,0.571428571428571,6,2,0.571428571428571,0.752380952380952,3,7.29483548444063,1.11971683612867,0.763141944905827,0.46679026049727,1.55442843868199,0.0444774357876712,0.230135342465753,7,374,63,0.0303030303030303,0.479599805230788
"28",16196,10,10,1.48627050027914,0.727323861838727,0.0133408360293606,4.2,4.78333333333333,5.0053183477846,0.375,0.5,0.3,0.666666666666667,6,2,0.555555555555556,0.625440917107584,3,9.78521600987662,1.41891035980601,1.09620484876658,1.88223670749273,4.96182591039813,0.0601095610958904,0.342465753424658,7,650,107,0.0232558139534884,0.461298537344138
"29",16239,17,16,1.203125,0.453125,0.00590081541343842,7.45238095238095,8.03333333333333,8.13964437246893,0.142857142857143,0.428571428571429,0.5625,0.466666666666667,6,2,0.666666666666667,0.629074074074074,5,14.9286839003922,0.477477404373265,2.86808554896516,1.52805639539477,3.53885853615411,0.0418237114726027,0.246575342465753,12,2582,269,0.0087719298245614,0.42175818022763
"30",16299,11,8,1.37001938854894,0.662912607362388,0.0214694528590194,4.6,3.28333333333333,4.14229590684391,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.518027210884354,2,6.73882439823683,1.77678092285966,0.763141944905827,0.789524799725611,1.73158148412418,0.0728167808219178,0.443835616438356,7,370,55,0.0294117647058824,0.439793210303564
"31",17011,8,8,1.37001938854894,0.662912607362388,0.0190762692547784,4.6,3.28333333333333,3.83343228913151,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.518027210884354,2,8.83747215307228,1.80713705866653,1.70033380707088,0.6831194762271,1.74036223959008,0.0720891523972603,0.372603835616438,7,370,55,0.0294117647058824,0.439793210303564
"32",17196,27,10,1.64438438328756,1.01192885125388,0.00545317844180593,6.33333333333333,3.59285714285714,5.28201428886967,0.625,0.75,0.3,0.888888888888889,4,2,0.777777777777778,0.434700176366843,2,7.527313237604,1.93905917293101,1.91301035405687,1.77707544418256,4.60939945751929,0.0302193189041096,0.257534246575342,9,696,95,0.02,0.434945236380371
"33",17335,11,9,1.25925925925926,0.37037037037037,0.00217866516659369,3,4.58333333333333,4.76301766059884,0.285714285714286,0.428571428571429,0.333333333333333,0.625,6,2,0.375,0.744791666666667,3,6.68205781253588,1.06704612668288,-0.58192387701034,0.604939103048463,1.6526352689388,0.0215121461187214,0.164385205479452,7,500,77,0.0256410256410256,0.442515643034643
"34",17336,10,10,1.26491106406735,0.442718872423573,0.00278073641638498,4.47619047619048,4.91666666666667,4.8648697808031,0.25,0.5,0.6,0.555555555555556,6,2,0.666666666666667,0.65679012345679,3,10.8142534349032,1.04017588435939,0.131280525224007,1.11951240823456,2.34058451206806,0.0259456164383562,0.183563287671233,8,672,95,0.0212765957446809,0.436661902119549
"35",17539,11,10,1.45464772367745,0.758946638440411,0.0315070108174438,6.33333333333333,3.95,5.1165752513307,0.3125,0.75,0.6,0.777777777777778,4,2,0.777777777777778,0.491049382716049,2,8.76454400799097,1.97842417749746,1.29820406093258,2.0893025380903,5.64502094561597,0.0909036649863013,0.599998904109589,8,684,101,0.0208333333333333,0.44539015173119
"36",17555,8,8,1.45840773619725,0.751300955010707,0.00433367203725169,4.33333333333333,3.28333333333333,3.96065296824731,0.5,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.525170068027211,2,8.20805623530473,1.77678092285966,1.70033380707088,1.24025103568669,2.93741353456343,0.0350170034246575,0.18904,7,358,63,0.032258064516129,0.486131929592454
"37",17601,14,14,1.54629718535046,0.820873814445303,0.00829263208960467,6.44444444444444,6.42619047619048,7.15259774431244,0.25,0.5,0.214285714285714,0.615384615384615,8,4,0.615384615384615,0.5923973462435,4,12.7978803246848,1.19293470619657,3.2196366562107,1.45011848318099,3.57170469299356,0.048350299133352,0.358904109589041,9,1670,219,0.0126582278481013,0.405252380464293
"38",17630,14,10,1.26491106406735,0.505964425626941,0.00950489916557536,4.83333333333333,4.78333333333333,5.25884252781232,0.25,0.5,0.6,0.666666666666667,4,2,0.666666666666667,0.606878306878307,3,7.7903319035691,0.835529990479831,1.09620484876658,1.15472839073915,2.33344053690106,0.0487939561643836,0.23561397260274,9,720,95,0.0192307692307692,0.463555018509314
"39",17707,12,12,1.51554445662277,0.793856620135735,0.00459580522913504,4.95,5.95,6.27782567902458,0.2,0.4,0.25,0.636363636363636,6,2,0.545454545454545,0.62125147579693,4,9.81702969255513,1.02963772088831,2.20177746486465,2.02892202169049,5.62222844662355,0.0365109436834095,0.238358904109589,8,1074,155,0.0166666666666667,0.429256321886341
"40",17941,9,9,1.40740740740741,0.740740740740741,0.00511352974291611,5.71428571428571,3.45,4.66026046195429,0.714285714285714,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.466964285714286,2,7.79357581595299,NA,1.9639930849099,0.963459061921215,1.94978448364453,0.0378149839337054,0.210958904109589,9,548,71,0.0222222222222222,0.428348861956286
"41",18006,10,9,1.51851851851852,0.851851851851852,0.0342071683242635,5.5,3.45,4.59774965128839,0.357142857142857,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.470982142857143,2,7.88576641167622,1.93106087365165,1.35843870388595,2.04124145231932,5.16666666666667,0.0828006088280061,0.632876712328767,8,506,81,0.0256410256410256,0.464297624022942
"42",18017,8,8,1.28163104090062,0.486135912065751,0.0104333736697585,2.66666666666667,4.08333333333333,3.98906488756014,0.333333333333333,0.333333333333333,0,0.714285714285714,4,2,0.428571428571429,0.683333333333333,3,7.96406189794368,1.47384500156435,-0.276824813364389,-0.405564376353905,1.44483413424184,0.0532106934931507,0.268493698630137,7,374,57,0.0294117647058824,0.481281236636931
"43",18059,9,9,1.40740740740741,0.666666666666667,0.00924379433319572,5.2,3.78333333333333,4.72768698399251,0.285714285714286,0.714285714285714,0.666666666666667,0.75,4,2,0.75,0.54389880952381,2,7.08124512647944,1.83802974668943,2.22684700773998,1.92439083940889,4.87987070911084,0.0490446000338238,0.276712328767123,7,500,83,0.0263157894736842,0.468583955642108
"44",18366,11,11,1.53496684512316,0.822303667030264,0.0114723212610246,4.16666666666667,5.45,5.66842096429661,0.333333333333333,0.333333333333333,0,0.7,4,2,0.5,0.616944444444444,4,9.65353081195451,0.942920433771136,1.6631320811539,NA,NA,0.0554285067361033,0.36986301369863,8,840,121,0.0192307692307692,0.435908397424712
"45",18599,19,9,1.62962962962963,1.03703703703704,0.00734867913513062,7,2.59285714285714,4.73594872790806,1,1,0.333333333333333,1,2,1,0.875,0.339732142857143,1,7.0123000462743,2.39084532656513,3.09525531159401,NA,NA,0.0437003213258921,0.213698630136986,9,536,71,0.0227272727272727,0.416925605630739
"46",18687,10,10,1.32815661727072,0.569209978830308,0.0130118938306207,3.64761904761905,5.28333333333333,4.17551589427269,0,0.25,0.3,0.666666666666667,4,2,0.555555555555556,0.662610229276896,4,14.8922393480708,0.835529990479831,1.09620484876658,2.20936496492679,5.98298854258456,0.0575890356164384,0.301369315068493,7,644,99,0.0227272727272727,0.444334764590431
"47",19061,19,16,2.078125,1.578125,0.0292107337211484,12.3333333333333,4.18013375513376,7.98597132808989,0.785714285714286,0.857142857142857,0.1875,0.933333333333333,4,2,0.866666666666667,0.293437488437488,2,15.5039994478028,2.14059126456935,5.49722081574084,3.32820117735138,12.0769230769231,0.0863013698630137,0.547945205479452,15,2846,239,0.00763358778625954,0.324295107743218
"48",19239,8,8,1.54679608384557,0.928077650307344,0.0611467573394298,6,2.45,3.90876452810069,1,1,0.375,1,2,1,0.857142857142857,0.370408163265306,1,7.96430762806451,2.54968430832965,2.63752566923593,0.34607373342213,1.44467541997726,0.125471065924658,0.69041095890411,8,378,55,0.0285714285714286,0.436770287997721
"49",19425,10,10,1.70762993649092,1.13841995766062,0.0261799378661829,8,2.71785714285714,5.12984416134519,1,1,0.3,1,2,1,0.888888888888889,0.314329805996473,1,8.73935414975661,2.43610819286446,3.54662136463745,NA,NA,0.0828493150684931,0.473972602739726,10,732,89,0.0185185185185185,0.395645371234761
"50",19667,79,10,1.70762993649092,1.13841995766062,0.00214181389192135,8,2.71785714285714,5.28694471410067,1,1,0.3,1,2,1,0.888888888888889,0.314329805996473,1,7.52741417216582,2.43610819286446,3.54662136463745,NA,NA,0.0240004246575343,0.13698904109589,10,732,89,0.0185185185185185,0.395645371234761
"51",19765,26,9,1.40740740740741,0.666666666666667,0.00101541915427625,5.2,3.78333333333333,4.75639451443316,0.285714285714286,0.714285714285714,0.666666666666667,0.75,4,2,0.75,0.54389880952381,2,6.83035829201777,1.5393513640962,1.35843870388595,1.14137719157076,2.57191510932404,0.0163708986977846,0.0986299452054795,7,500,83,0.0263157894736842,0.468583955642108
"52",19852,9,9,1.2962962962963,0.555555555555556,0.0018673487,4.21428571428571,4.28333333333333,4.63406242899876,0.285714285714286,0.428571428571429,0.333333333333333,0.75,4,2,0.625,0.598214285714286,3,8.04138863154088,1.32494787144767,0.490030400031917,2.02228093148473,5.12323844886326,0.0221883984441062,0.123287671232877,8,518,81,0.025,0.46768386893536
"53",19866,31,13,1.72810445747091,1.08806576951872,0.00729716169469618,9,4.55119047619048,6.84102456422872,0.272727272727273,0.818181818181818,0.461538461538462,0.75,4,2,0.75,0.43141835016835,2,10.1134785247493,1.1491059689035,2.71906904893605,1.27738247485002,3.46104745471068,0.0428953003161222,0.315069315068493,10,1426,189,0.0136986301369863,0.430385455267693
"54",19881,8,8,1.54679608384557,0.928077650307344,0.0419064150336434,6,2.45,3.8028612851112,1,1,0.375,1,2,1,0.857142857142857,0.370408163265306,1,8.7931413497472,2.38289392506364,2.63752566923593,NA,NA,0.105008561643836,0.602739726027397,8,378,55,0.0285714285714286,0.436770287997721
"55",20200,10,8,1.50260191002141,0.795495128834866,0.0019793311530279,4,3.28333333333333,4.22218103960332,0.666666666666667,0.666666666666667,0,0.857142857142857,4,2,0.571428571428571,0.537074829931973,2,6.1449366432305,1.77678092285966,1.70033380707088,NA,NA,0.0221318578767123,0.156164383561644,7,364,57,0.0303030303030303,0.459840771932545
"56",20216,10,8,1.32582521472478,0.618718433538229,0.0058998681730323,4.66666666666667,3.28333333333333,4.22774688685656,0.666666666666667,0.666666666666667,0.375,0.857142857142857,4,2,0.714285714285714,0.516666666666667,2,5.97756451662022,1.77678092285966,1.70033380707088,0.859119244394745,2.06278822137668,0.0297088831335617,0.241096712328767,8,388,55,0.0277777777777778,0.44879353750179
"57",20255,12,9,1.44444444444444,0.777777777777778,0.00141949442296449,5.66666666666667,3.45,4.76739285825279,0.571428571428571,0.714285714285714,0.333333333333333,0.875,4,2,0.75,0.467708333333333,2,6.60432502536126,1.78473232436115,1.35843870388595,0.723848210824158,2.09179949918583,0.0185354439370878,0.10136904109589,8,526,71,0.0232558139534884,0.413871046495769
"58",20256,11,11,1.5623769673575,0.959354278201975,0.00338443731914226,7.77777777777778,3.71785714285714,5.79386765134565,0.777777777777778,0.777777777777778,0.272727272727273,0.9,4,2,0.8,0.394007936507937,2,8.57907532738938,1.9238097479156,2.43954794712423,1.25089084017299,2.99746480350696,0.0303408173893354,0.197260547945205,11,986,109,0.0151515151515152,0.390143562340639
